,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
513,CHEMBL1887422,O=C1NC(=O)C(=Cc2ccccc2[N+](=O)[O-])C(=O)N1,inactive,261.193,0.3442,2,5,4.56320149
514,CHEMBL1416451,Cc1cc(C)cc(NC(=S)N(Cc2ccc(Cl)cc2)Cc2ccc(C(=O)O)cc2)c1,inactive,438.98,6.05424,2,2,4.03574037
515,CHEMBL3145089,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1OC,inactive,496.567,4.45884,2,6,4.444663672
516,CHEMBL1537099,CC1=NN(c2ccc(C)cc2C)C(=O)C1C(c1ccccc1)C1C(=O)N(c2ccc(C)cc2C)N=C1C,inactive,492.623,6.08168,0,4,4.311402225
517,CHEMBL1543897,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OCC,inactive,364.195,3.1759,0,5,4.07191154
518,CHEMBL1386851,COc1cc(C(=S)N2CCN(c3ccccc3Cl)CC2)cc(O)c1O,inactive,378.881,3.2575,2,5,4
519,CHEMBL1594818,CCOc1cc(Br)cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)c1O,inactive,549.377,6.0926,5,4,4.727926212
520,CHEMBL1606705,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2C(=O)CC(C)(C)CC2=O)cc1,inactive,384.479,5.18932,0,4,4.348625056
521,CHEMBL1572924,Cc1cccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,inactive,382.419,4.12772,2,4,4.233884717
522,CHEMBL1386872,Cc1ccc(C)c(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)c1,inactive,537.623,3.94734,3,7,4
523,CHEMBL119878,[O-][S+](c1ccccc1O)[S+]([O-])c1ccccc1O,inactive,282.342,1.9282,2,4,4.16774663
524,CHEMBL1409740,CCc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,inactive,320.776,1.9048,0,4,4.346208813
525,CHEMBL1409780,O=C(CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S)Nc1ccccc1C(=O)O,inactive,438.53,4.171,2,5,4.192059279
527,CHEMBL1399247,CCOc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3[N+](=O)[O-])C2=O)cc1,inactive,381.344,2.6599,1,6,4.516127546
528,CHEMBL1340229,Cc1ccc2cc(C=C3C(=O)NC(=O)NC3=O)c(O)nc2c1,inactive,297.27,0.99822,3,5,4.102647866
529,CHEMBL441433,O=C(O)c1cccc(N2C(=O)C=CC2=O)c1,inactive,217.18,0.8142,1,3,4.114130139
530,CHEMBL1399331,O=C(O)c1cccc2c1NC(C(=O)O)C1CC(Sc3ccccc3[N+](=O)[O-])C(Cl)C21,inactive,448.884,4.0435,3,6,4.410497204
531,CHEMBL1976042,Cc1ccc(NS(=O)(=O)c2ccc(N/N=C/c3ccccc3OCC(=O)O)c([N+](=O)[O-])c2)c(C)c1,inactive,498.517,3.92184,3,8,4.357436563
532,CHEMBL1477708,COc1cc(/C=C2\C(=N)N3N=C(N4CCOCC4)SC3=NC2=O)ccc1OC(=O)c1ccccc1,inactive,491.529,2.82327,1,9,4.096150662
533,CHEMBL1359508,CSc1ccc(-c2sc(Nc3cccc4ccccc34)n[n+]2-c2ccccc2)cc1.[Cl-],inactive,462.043,3.7095,1,4,4.351835221
534,CHEMBL1438567,Cc1ccc(CNc2ccc(O)cc2)cc1,inactive,213.28,3.31272,2,2,4.034046111
535,CHEMBL1306943,O=C(O)c1cccc(N2C(=O)c3cc([N+](=O)[O-])cc4cc([N+](=O)[O-])cc(c34)C2=O)c1,inactive,407.294,3.155,1,7,4.573976984
536,CHEMBL1561832,COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)cc1CN1C(=O)c2ccccc2C1=O,inactive,481.464,3.1578,1,6,4.131061822
537,CHEMBL1605235,O=[N+]([O-])c1cc([N+](=O)[O-])c2oc(-c3ccccc3)c(Br)c2c1O,inactive,379.122,4.3843,1,6,4.358228529
538,CHEMBL1340284,O=C(O)/C=C/C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,inactive,291.306,3.6584,2,2,4
539,CHEMBL3194553,O=C(O)/C(CC(=O)c1ccc(Cl)cc1)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],inactive,406.738,3.2819,2,8,4.902048929
540,CHEMBL1566530,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2Cl)SC1=S,inactive,498.807,4.9673,1,5,4.615109203
541,CHEMBL3145018,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccccc1[N+](=O)[O-])C(C#N)C#N,inactive,373.372,3.17748,1,6,4.063435995
542,CHEMBL1701202,Cc1ccc([C@H]2C(C(=O)O)=CC[C@@H](c3ccc(Cl)c(Cl)c3)N2S(=O)(=O)c2ccc(C)cc2)cc1,inactive,516.446,6.49824,1,3,4.41128022
543,CHEMBL1340338,Cc1ccc(Cl)c2c(C3=NC(=S)NC3=O)c(O)[nH]c12,inactive,293.735,2.03912,3,3,4.211266141
544,CHEMBL1543994,COc1cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)ccc1OCc1ccccc1,inactive,546.579,6.8134,4,4,4.795066478
545,CHEMBL1404302,CCOc1cc(/C=C2\C(=O)NC(=O)N(C)C2=O)cc([N+](=O)[O-])c1O,inactive,335.272,0.7907,2,7,4.702020756
546,CHEMBL1347163,CCc1sc(/C=C(/C#N)C(N)=S)cc1[N+](=O)[O-],inactive,267.335,2.41178,1,5,4.470184803
547,CHEMBL1347107,COC(=O)c1ccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)cc1,inactive,408.414,3.38764,4,7,4
548,CHEMBL3145049,Cc1[nH]n(-c2ncc(-c3ccc(Cl)cc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,inactive,480.38,5.69958,1,6,4.638839005
549,CHEMBL1455522,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(OC(=O)c2cccs2)cc1,inactive,432.457,4.4716,1,6,4.807153885
550,CHEMBL1458709,O=C(NNc1cc(Br)c(O)c(Br)c1)c1ccccc1,inactive,386.043,3.6741,3,3,4.199557879
551,CHEMBL1437854,Nc1c(C(=O)O)sc2nc(-c3ccccc3)cc(-c3ccc(Cl)cc3)c12,inactive,380.856,5.5641,2,4,4.150273556
552,CHEMBL1359614,CC(C(=O)Nc1ccc(O)cc1C(=O)O)N1C(=O)/C(=C\c2cccs2)SC1=S,inactive,434.52,3.3803,3,7,4.320118058
553,CHEMBL3196837,Oc1ccc(/C=N/Nc2ccc(Cl)nn2)c(O)c1O,inactive,280.671,1.6928,4,7,4.785156152
554,CHEMBL1867311,CCOc1cc(/C=N/Nc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc(Cl)c1O,inactive,534.934,4.2975,4,9,4.51741223
555,CHEMBL1594915,COc1ccccc1N(O)C1CC(=O)N(c2ccc(Br)cc2)C1=O,inactive,391.221,2.9854,1,5,4.459045191
556,CHEMBL3196993,O=C(Cc1csc(N2CCOCC2)n1)N/N=C/c1ccc(O)c(O)c1O,inactive,378.41,0.7893,4,9,4
558,CHEMBL1337176,COc1cccc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)c1OC,inactive,415.492,3.7309,1,6,4.303556237
559,CHEMBL1887884,O=C1NC(=S)NC(=O)C1=Cc1c(Cl)cccc1Cl,inactive,301.154,1.9077,2,3,4.569924944
560,CHEMBL1556267,Cc1cc[n+](-c2[n-]c(=O)sc2C=NNC(=O)c2ccncc2)cc1,inactive,339.38,0.80952,1,5,4.076496933
561,CHEMBL1979957,COCC/N=c1\scc(-c2cccs2)n1/N=C/c1ccc(O)c(O)c1O,inactive,391.474,2.8242,3,9,4
562,CHEMBL1396610,O=C(CN1C(=O)/C(=C2/SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,inactive,582.479,2.8936,2,7,4.210771943
563,CHEMBL1426440,COC(=O)[C@@H]1[C@@H](C#N)C2(c3ccccc3-c3ccccc32)N(c2ccc(Cl)cc2)N1C#N,inactive,440.89,4.46366,0,6,4.034375033
564,CHEMBL1720855,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,inactive,541.736,6.74288,0,6,4.418050342
565,CHEMBL1380356,O=C(O)COc1ccccc1/C=C1\C(=O)NC(=O)N(CCC2=CCCCC2)C1=O,inactive,398.415,2.5023,2,5,4
566,CHEMBL1410091,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Cl)cc1,inactive,376.708,4.14762,1,7,4.208449695
567,CHEMBL1410249,O=c1nc2n(c(O)c1C(c1ccc(O)cc1)c1c(O)nc3n(c1=O)CCS3)CCS2,inactive,444.494,1.3084,3,11,4.313900228
568,CHEMBL1582895,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCn3nc(C(F)(F)F)c(Br)c3C3CC3)C2SC1,inactive,581.367,2.2336,2,8,4.261377972
569,CHEMBL1489865,CCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccc(OC)cc2)cc1C,inactive,458.514,4.97032,1,6,4.128777443
570,CHEMBL1380403,COc1ccccc1N(O)C1CC(=O)N(c2ccc(F)cc2)C1=O,inactive,330.315,2.362,1,5,4.207888591
571,CHEMBL1494912,COc1cccc(/C=C2/C(=O)NN(c3ccccc3)C2=O)c1,inactive,294.31,2.1566,1,3,4.339608902
572,CHEMBL175434,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,inactive,328.349,1.5524,2,5,4.408935393
573,CHEMBL1489812,O=C1NC(=O)C(=Cc2csc3ccccc23)C(=O)N1,inactive,272.285,1.6507,2,4,4.570086302
574,CHEMBL1426592,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccccc1,inactive,343.18,2.9105,1,2,4.454074671
575,CHEMBL3145001,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(C(=O)O)cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,inactive,480.524,4.13984,3,5,4.678815973
576,CHEMBL1337235,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,inactive,396.856,1.6224,1,7,4
577,CHEMBL1605668,COc1ccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O,inactive,418.514,5.5761,1,4,4.423198104
578,CHEMBL1517374,Cc1ccc(O)c(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c1,inactive,342.782,3.13192,2,4,4
580,CHEMBL3144970,Cc1[nH]n(-c2ncc(-c3ccccc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,inactive,445.935,5.04618,1,6,4.495937117
582,CHEMBL1307207,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,inactive,318.76,1.7133,1,4,4.58435902
583,CHEMBL394197,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1)c1c(C)n[nH]c1O,inactive,428.832,3.95264,5,6,4
584,CHEMBL1603886,O=C1C(Cl)=C(N2CCCCC2)C(=O)N1c1ccccc1,inactive,290.75,2.4961,0,3,4.174833628
585,CHEMBL1891071,CC(=O)N1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])o3)c2C(N)=O)C1,inactive,378.366,1.5051,2,7,4.048954052
586,CHEMBL1495157,CCOC(=O)C1(C)C(N=Nc2cccc(Cl)c2)=C(O)C(=O)N1c1ccccc1,inactive,399.834,4.5619,1,6,4.735654493
587,CHEMBL1340633,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,inactive,484.508,6.2544,4,6,4.725611204
588,CHEMBL1522210,O=C(O)c1[nH]c2ccccc2c1C(c1cc(Br)ccc1O)c1c(C(=O)O)[nH]c2ccccc12,inactive,505.324,5.6939,5,3,4.796423225
590,CHEMBL1534470,O=Cc1cc(N=Nc2cccc(C(=O)O)c2)ccc1O,inactive,270.244,3.3183,2,5,4.001958736
591,CHEMBL3145155,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,inactive,482.54,4.15584,3,6,4.410832609
593,CHEMBL1566786,COc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],inactive,474.429,5.11,0,8,4.236572006
594,CHEMBL1455803,O=[N+]([O-])c1c(O)nc(O)nc1/C=C/c1ccc(Cl)cc1Cl,inactive,328.111,3.2732,2,6,4.308741642
595,CHEMBL1544403,COC(=O)c1c(Cl)c2n3ccccc3c(C)c(-c3ccccc3)c-2c1C(=O)OC,inactive,407.853,5.24612,0,5,4.127902026
596,CHEMBL1410562,Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,inactive,376.847,4.1114,1,5,4
598,CHEMBL1576509,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,inactive,292.338,3.5013,0,3,4.044745317
599,CHEMBL1495219,Cn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3n2C)c(Cl)c1=O,inactive,358.745,1.88408,0,8,4.777543663
600,CHEMBL1455757,O=C(NN=Cc1cc(Br)c(O)c(Br)c1)c1ccccc1NS(=O)(=O)c1cccs1,inactive,559.261,4.5434,3,6,4.558147824
601,CHEMBL3194876,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,inactive,304.331,1.5189,5,6,4.611898798
602,CHEMBL1370708,COc1cc(/C=C2/SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,inactive,449.466,2.5608,1,8,4.339229356
603,CHEMBL3195177,CC/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,inactive,293.348,1.77762,3,7,4.670602121
604,CHEMBL1890959,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)c(F)c3)cc2)c1C,inactive,562.576,4.42354,3,7,4.479385478
605,CHEMBL1890961,O=C1C=C(N2CC2)c2ccccc2C1=O,inactive,199.209,1.1085,0,3,4.526805091
606,CHEMBL1890165,Cc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccc(C)cc3)C(=O)c3ccccc32)cc1,inactive,480.567,3.54014,1,5,4.513711239
607,CHEMBL1583026,O=C1NC(=O)C(=Cc2c[nH]nc2-c2ccccc2)C(=O)N1,inactive,282.259,0.8261,3,4,4.276052024
608,CHEMBL1984240,COCC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)c(O)c1O,inactive,375.406,2.3557,3,9,4
609,CHEMBL1534498,CCOc1cc([N+](=O)[O-])cc(/C=C2/NC(=O)N(Cc3ccccc3F)C2=O)c1O,inactive,401.35,2.9311,2,6,4.230992129
610,CHEMBL1443679,COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C(C)C)cc1,inactive,387.457,4.21282,2,5,4.187287133
611,CHEMBL1517470,Nc1c(S(=O)(=O)[O-])cc(NC(=O)c2ccccc2)c2c1C(=O)c1ccccc1C2=O.[Na+],inactive,444.4,-0.7954,2,7,4.464199709
612,CHEMBL1365018,CN(C)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1[N+](=O)[O-],inactive,304.262,0.4102,2,6,4.788612447
613,CHEMBL1387563,Cc1ccc(-c2ccc(/C=C3\C(=O)ON=C3c3ccccc3)o2)c([N+](=O)[O-])c1,inactive,374.352,4.50772,0,6,4.954677021
614,CHEMBL3196491,Cc1ccc(C)c(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)c1,inactive,480.567,3.54014,1,5,4.00943917
615,CHEMBL1370899,Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1Cl,inactive,341.194,2.30422,0,4,4.459420283
617,CHEMBL1387631,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1Cl,inactive,275.691,2.6681,0,4,4.012870232
618,CHEMBL3197063,O=C(O)c1ccc(N/N=C/c2cn(Cc3ccccc3F)c3ccccc23)cc1,inactive,387.414,4.9729,2,4,4.193277497
619,CHEMBL1459167,Cc1nn(-c2ccccc2)c2c1C(c1cccs1)C(C#N)=C(N)O2,inactive,334.404,3.4604,1,6,4
621,CHEMBL1537807,CCOc1ccc(/C=C/c2nc(O)nc(O)c2[N+](=O)[O-])cc1,inactive,303.274,2.3651,2,7,4.338281942
622,CHEMBL1889709,O=C1NN(c2ccccc2)C(=O)C1=Cc1ccccc1O,inactive,280.283,1.8536,2,3,4.46130062
623,CHEMBL1583264,CC(=O)N(C(C)=O)N1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S,inactive,354.84,2.8512,0,5,4.629301907
624,CHEMBL1551717,COC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1ccc(C(=O)O)cc1)c1ccccc12,inactive,439.445,4.18002,2,6,4.161150909
625,CHEMBL1498652,O=C1C(C2=C(O)c3ccccc3C2=O)=Nc2ccccc21,inactive,275.263,3.121,1,4,4.244887734
626,CHEMBL1365079,COC(=O)CSC1=NS(=O)(=O)c2ccccc21,inactive,271.319,1.0417,0,5,4.635073966
627,CHEMBL1889318,Oc1ccc(CN2CCCCC2)nc1O,inactive,208.261,1.4787,2,4,4.187688391
628,CHEMBL1371004,O=C(O)CSc1nc(-c2ccc(Cl)cc2)nc2c1oc1ccccc12,inactive,370.817,4.8731,1,5,4.391580949
630,CHEMBL1985932,COc1ccc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)cc1OCc1ccc(Cl)cc1Cl,inactive,482.345,3.9772,2,7,4.226506108
631,CHEMBL3199328,Oc1ccc(/C=N/NP(=S)(c2ccccc2)c2ccccc2)c(O)c1O,inactive,384.397,2.7724,4,5,4
632,CHEMBL1380801,O=[N+]([O-])c1c(Nc2ccccn2)cc(Cl)c2nonc12,inactive,291.654,2.923,1,7,4.699404516
633,CHEMBL1537873,CCOc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,inactive,336.775,1.7411,0,5,4.532391894
634,CHEMBL1420379,CC(C)(C)c1ccc(OCC(=O)NNC(=S)NC(=O)c2ccccc2[N+](=O)[O-])c(Br)c1,inactive,509.382,3.3693,3,6,4.252122294
635,CHEMBL1347659,O=C(O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,inactive,313.269,0.4753,3,5,4
636,CHEMBL1400512,CC(C)OP(=O)(OC(C)C)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21,inactive,542.388,5.3361,1,6,4.240030142
637,CHEMBL1565506,Cc1ccc(S(=O)(=O)Oc2ccccc2C=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,inactive,414.439,2.19652,0,6,4.422968014
638,CHEMBL3186541,CC(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,inactive,494.594,4.0467,1,5,4.590574131
639,CHEMBL1320143,O=C(CCN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=S)Nc1cccc(C(=O)O)c1,inactive,456.501,3.3435,2,7,4.32817944
640,CHEMBL1420416,COc1cc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)cc(OC)c1OC,inactive,445.518,3.7395,1,7,4
641,CHEMBL1377516,O=C(O)C1=CC[C@@H](c2ccc(Cl)cc2)N(S(=O)(=O)c2ccc(Cl)cc2)[C@H]1c1cccc(Cl)c1,inactive,522.837,6.5348,1,3,4.426896217
642,CHEMBL1527,O=C(c1ccccc1)c1ccc(O)c(O)c1O,inactive,230.219,2.0344,3,4,4.239125362
643,CHEMBL1377465,COc1cc(CN2CCCC(C(=O)c3ccc4c5c(cccc35)CC4)C2)cc(OC)c1O,inactive,431.532,4.7561,1,5,4.01014989
644,CHEMBL1478304,COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)ccc1O,inactive,414.498,3.6332,1,6,4.205721134
645,CHEMBL1987742,COC1=CC(=O)C(O)=C(CCCCCCC/C=C/CCCCCCCC2=C(O)C(=O)C=C(OC)C2=O)C1=O,inactive,528.642,5.9924,2,8,4.966174306
646,CHEMBL1417070,Cc1c(Cl)cccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(C(=O)O)cc1)N2,inactive,495,5.97392,3,4,4.205930416
647,CHEMBL1703236,O=C1CC2CCCN2C=C1I,inactive,263.078,1.7,0,2,4.20259395
648,CHEMBL1583386,Cc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(C)c1OC(F)F,inactive,462.533,5.13724,0,5,4.36181036
650,CHEMBL1435111,O=C(NN=Cc1cc(Br)c(O)c(Br)c1)c1ccc(NS(=O)(=O)c2cccs2)cc1,inactive,559.261,4.5434,3,6,4.269783159
651,CHEMBL3191602,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)=NC1=O,inactive,388.361,2.251,2,8,4.050756409
652,CHEMBL1466196,Cc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)c1,inactive,348.318,2.39542,1,6,4.485053995
653,CHEMBL1538023,CC1=NOC(=O)/C1=C\c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,inactive,331.711,3.6143,1,5,4.816445466
654,CHEMBL1869545,CC1CC(=O)C(C(C2=C(O)CC(C)CC2=O)c2ccccc2)=C(O)C1,inactive,340.419,4.3924,2,4,4.179010824
655,CHEMBL1505493,CCOc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1OC,inactive,464.59,3.49702,1,7,4.23395914
656,CHEMBL1583428,CCCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CCC(C)C2,inactive,417.527,3.9011,2,5,4.298604731
657,CHEMBL1320111,COc1ccc(N2C(=O)C(Cl)=C(Nc3ccccc3O)C2=O)cc1,inactive,344.754,2.8365,2,5,4.10812817
658,CHEMBL1498871,COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1,inactive,398.499,3.9276,0,5,4.517698233
660,CHEMBL1439124,CCSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,inactive,473.964,3.4588,1,9,4.382265965
661,CHEMBL1561711,CCCC(C(=O)O)N1C(=O)/C(=C2\C(=O)N(C)c3ccccc32)SC1=S,inactive,376.459,2.4877,1,5,4.517555208
662,CHEMBL267548,C=CC1=C(C)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4CCC(=O)O)C(CCC(=O)O)=C3C,inactive,562.67,7.50404,4,4,4.461049438
663,CHEMBL1544885,Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2cccc(Oc3ccccc3)c2)no1,inactive,456.454,5.45964,1,7,4.495393229
664,CHEMBL1487033,COc1cccc(/C=C2/C(=O)NN(c3ccc(C)c(C)c3)C2=O)c1,inactive,322.364,2.77344,1,3,4
665,CHEMBL1372387,O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4,inactive,466.54,3.9013,2,8,4.026225806
666,CHEMBL1459491,O=C(COc1ccccc1/C=C\c1nc(O)nc(O)c1[N+](=O)[O-])Nc1ccccc1,inactive,408.37,2.9839,3,8,4.399462706
668,CHEMBL1420606,CC(C)c1ccc(-c2csc(NC(=O)c3cccs3)c2C(=O)O)cc1,inactive,371.483,5.5505,2,4,4.398918272
669,CHEMBL1387843,Nc1cc2nsnc2cc1Br,inactive,230.09,2.036,1,4,4.312560225
670,CHEMBL1538116,O=C(O)c1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccs2)c1,inactive,426.479,3.9339,3,7,4.1786175
671,CHEMBL1360321,CN1C(=O)NC(=O)/C(=C\c2ccc([N+](=O)[O-])o2)C1=O,inactive,265.181,0.2794,1,6,4.370998381
672,CHEMBL1451059,CCN(CC)Cc1cc(O)c(CN(CC)CC)cc1O,inactive,280.412,2.7814,2,4,4.551448261
673,CHEMBL1722512,Cc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Br)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,inactive,526.452,5.95394,1,3,4.371508895
674,CHEMBL1459563,COC(=O)C1=C(C(=O)OC)C(c2ccccc2O)c2sc(O)nc2S1,inactive,379.415,2.392,2,9,4.030444316
675,CHEMBL1722625,O=[N+]([O-])c1ccc(-c2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2)cc1,inactive,305.202,2.7838,1,7,4.307153081
676,CHEMBL1381149,COc1cc(/C=C2/C(=O)NN(c3cccc(C)c3)C2=O)ccc1OC(=O)c1ccco1,inactive,418.405,3.27722,1,6,4.193616498
677,CHEMBL1870168,O=C1CC(Nc2ccc([N+](=O)[O-])cc2)=NN1c1c(Cl)cc(Cl)cc1Cl,inactive,399.621,4.7173,1,5,4.315423913
678,CHEMBL1607313,COc1ccc2[nH]c3c4c(ccc3c2c1)C(=O)C=CC4=O,inactive,277.279,3.2649,1,3,4
679,CHEMBL409315,O=C(O)CN1C(=O)/C(=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)c2ccccc21,inactive,468.512,2.3851,2,6,4.37716452
680,CHEMBL1892650,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)cc3)cc2)c1C,inactive,544.586,4.28444,3,7,4.388170521
681,CHEMBL1420739,COc1ccccc1N1C(=O)NC(=O)/C(=C/c2ccc3c(c2)Cc2ccccc2-3)C1=O,inactive,410.429,3.9328,1,4,4.226506108
682,CHEMBL1538225,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)cc1C,inactive,362.345,2.70384,1,6,4.186552456
683,CHEMBL1703976,O=C1OC(c2ccc3ccccc3c2O)(c2ccc3ccccc3c2O)c2ccccc21,inactive,418.448,5.8665,2,4,4.721475035
684,CHEMBL1529705,O=C1Nc2ccc(F)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3Cl)nc1O2,inactive,491.935,5.2328,2,7,4
685,CHEMBL1703892,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)CS(=O)(=O)C/C1=C/c1ccc([N+](=O)[O-])cc1,inactive,414.395,2.9675,0,7,4
686,CHEMBL1444119,O=C(O)/C(=C\c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(S(=O)(=O)N2CCCCC2)s1,inactive,456.929,4.1095,1,6,4.089215565
